TimeStep Time Epsilon_xx Epsilon_yy Epsilon_zz Epsilon_yz Epsilon_xz Epsilon_xy Sigma_xx Sigma_yy Sigma_zz Sigma_yz Sigma_xz Sigma_xy Mises Pressure Norm
2600 2.6 0.026 -0.0114767 -0.0129398 -0.00205477 7.20695e-05 0.000527755 3.52885e+08 973.336 3419.96 804.452 -857.414 -789.552 3.52883e+08 -1.1763e+08 3.52885e+08
2610 2.61 0.0261 -0.0115204 -0.0129882 -0.00206074 7.26071e-05 0.000529485 3.53249e+08 978.329 3424.48 804.287 -857.345 -789.2 3.53247e+08 -1.17751e+08 3.53249e+08
2620 2.62 0.0262 -0.011564 -0.0130366 -0.00206671 7.31441e-05 0.000531217 3.53612e+08 983.347 3429.03 804.124 -857.276 -788.848 3.5361e+08 -1.17872e+08 3.53612e+08
2630 2.63 0.0263 -0.0116076 -0.013085 -0.00207266 7.36807e-05 0.000532953 3.53975e+08 988.387 3433.6 803.963 -857.207 -788.498 3.53973e+08 -1.17993e+08 3.53975e+08
2640 2.64 0.0264 -0.0116513 -0.0131334 -0.0020786 7.42166e-05 0.000534692 3.54338e+08 993.451 3438.19 803.804 -857.137 -788.148 3.54336e+08 -1.18114e+08 3.54338e+08
2650 2.65 0.0265 -0.0116949 -0.0131818 -0.00208453 7.4752e-05 0.000536434 3.547e+08 998.538 3442.81 803.646 -857.068 -787.799 3.54698e+08 -1.18235e+08 3.547e+08
2660 2.66 0.0266 -0.0117385 -0.0132301 -0.00209045 7.52868e-05 0.00053818 3.55062e+08 1003.65 3447.45 803.49 -856.998 -787.451 3.5506e+08 -1.18356e+08 3.55062e+08
2670 2.67 0.0267 -0.011782 -0.0132785 -0.00209636 7.5821e-05 0.000539929 3.55424e+08 1008.78 3452.11 803.336 -856.928 -787.103 3.55421e+08 -1.18476e+08 3.55424e+08
2680 2.68 0.0268 -0.0118256 -0.0133268 -0.00210226 7.63545e-05 0.000541681 3.55785e+08 1013.94 3456.8 803.184 -856.857 -786.757 3.55783e+08 -1.18596e+08 3.55785e+08
2690 2.69 0.0269 -0.0118692 -0.0133751 -0.00210815 7.68874e-05 0.000543437 3.56145e+08 1019.12 3461.5 803.033 -856.787 -786.411 3.56143e+08 -1.18717e+08 3.56145e+08
2700 2.7 0.027 -0.0119127 -0.0134234 -0.00211403 7.74197e-05 0.000545196 3.56506e+08 1024.33 3466.23 802.884 -856.716 -786.066 3.56504e+08 -1.18837e+08 3.56506e+08
2710 2.71 0.0271 -0.0119562 -0.0134717 -0.0021199 7.79513e-05 0.000546959 3.56866e+08 1029.55 3470.99 802.737 -856.645 -785.722 3.56864e+08 -1.18957e+08 3.56866e+08
2720 2.72 0.0272 -0.0119998 -0.01352 -0.00212576 7.84822e-05 0.000548725 3.57225e+08 1034.8 3475.76 802.592 -856.574 -785.378 3.57223e+08 -1.19077e+08 3.57225e+08
2730 2.73 0.0273 -0.0120433 -0.0135683 -0.00213162 7.90124e-05 0.000550494 3.57585e+08 1040.08 3480.56 802.448 -856.503 -785.036 3.57582e+08 -1.19196e+08 3.57585e+08
2740 2.74 0.0274 -0.0120868 -0.0136165 -0.00213746 7.95419e-05 0.000552267 3.57943e+08 1045.37 3485.39 802.306 -856.432 -784.694 3.57941e+08 -1.19316e+08 3.57943e+08
2750 2.75 0.0275 -0.0121302 -0.0136648 -0.00214329 8.00707e-05 0.000554044 3.58302e+08 1050.69 3490.23 802.166 -856.36 -784.353 3.583e+08 -1.19435e+08 3.58302e+08
2760 2.76 0.0276 -0.0121737 -0.013713 -0.00214911 8.05988e-05 0.000555823 3.5866e+08 1056.04 3495.1 802.028 -856.288 -784.012 3.58658e+08 -1.19555e+08 3.5866e+08
2770 2.77 0.0277 -0.0122172 -0.0137612 -0.00215493 8.11261e-05 0.000557607 3.59018e+08 1061.4 3499.99 801.892 -856.217 -783.673 3.59015e+08 -1.19674e+08 3.59018e+08
2780 2.78 0.0278 -0.0122606 -0.0138094 -0.00216073 8.16526e-05 0.000559393 3.59375e+08 1066.79 3504.9 801.757 -856.145 -783.334 3.59373e+08 -1.19793e+08 3.59375e+08
2790 2.79 0.0279 -0.012304 -0.0138576 -0.00216652 8.21784e-05 0.000561183 3.59732e+08 1072.2 3509.84 801.624 -856.072 -782.996 3.5973e+08 -1.19912e+08 3.59732e+08
2800 2.8 0.028 -0.0123475 -0.0139058 -0.00217231 8.27034e-05 0.000562977 3.60089e+08 1077.64 3514.8 801.493 -856 -782.658 3.60086e+08 -1.20031e+08 3.60089e+08
2810 2.81 0.0281 -0.0123909 -0.013954 -0.00217808 8.32276e-05 0.000564774 3.60445e+08 1083.1 3519.78 801.363 -855.928 -782.321 3.60443e+08 -1.2015e+08 3.60445e+08
2820 2.82 0.0282 -0.0124342 -0.0140021 -0.00218385 8.3751e-05 0.000566575 3.60801e+08 1088.58 3524.78 801.236 -855.855 -781.985 3.60798e+08 -1.20268e+08 3.60801e+08
2830 2.83 0.0283 -0.0124776 -0.0140502 -0.00218961 8.42736e-05 0.000568379 3.61156e+08 1094.08 3529.81 801.11 -855.783 -781.65 3.61154e+08 -1.20387e+08 3.61156e+08
2840 2.84 0.0284 -0.012521 -0.0140984 -0.00219535 8.47953e-05 0.000570187 3.61511e+08 1099.61 3534.86 800.985 -855.71 -781.315 3.61509e+08 -1.20505e+08 3.61511e+08
2850 2.85 0.0285 -0.0125643 -0.0141465 -0.00220109 8.53162e-05 0.000571998 3.61866e+08 1105.16 3539.93 800.863 -855.637 -780.981 3.61864e+08 -1.20624e+08 3.61866e+08
2860 2.86 0.0286 -0.0126077 -0.0141946 -0.00220682 8.58363e-05 0.000573813 3.6222e+08 1110.73 3545.02 800.742 -855.564 -780.648 3.62218e+08 -1.20742e+08 3.6222e+08
2870 2.87 0.0287 -0.012651 -0.0142427 -0.00221254 8.63555e-05 0.000575631 3.62574e+08 1116.32 3550.14 800.623 -855.491 -780.315 3.62572e+08 -1.2086e+08 3.62574e+08
2880 2.88 0.0288 -0.0126943 -0.0142908 -0.00221825 8.68738e-05 0.000577453 3.62928e+08 1121.94 3555.28 800.506 -855.418 -779.983 3.62926e+08 -1.20978e+08 3.62928e+08
2890 2.89 0.0289 -0.0127376 -0.0143388 -0.00222395 8.73912e-05 0.000579279 3.63281e+08 1127.58 3560.44 800.391 -855.345 -779.652 3.63279e+08 -1.21095e+08 3.63281e+08
2900 2.9 0.029 -0.0127809 -0.0143869 -0.00222965 8.79077e-05 0.000581108 3.63634e+08 1133.24 3565.63 800.277 -855.271 -779.321 3.63632e+08 -1.21213e+08 3.63634e+08
2910 2.91 0.0291 -0.0128242 -0.0144349 -0.00223533 8.84233e-05 0.000582941 3.63987e+08 1138.93 3570.84 800.165 -855.198 -778.991 3.63984e+08 -1.2133e+08 3.63987e+08
2920 2.92 0.0292 -0.0128675 -0.0144829 -0.00224101 8.8938e-05 0.000584777 3.64339e+08 1144.63 3576.07 800.055 -855.124 -778.662 3.64336e+08 -1.21448e+08 3.64339e+08
2930 2.93 0.0293 -0.0129107 -0.0145309 -0.00224667 8.94518e-05 0.000586617 3.64691e+08 1150.36 3581.32 799.947 -855.051 -778.333 3.64688e+08 -1.21565e+08 3.64691e+08
2940 2.94 0.0294 -0.0129539 -0.0145789 -0.00225233 8.99646e-05 0.000588461 3.65042e+08 1156.12 3586.59 799.84 -854.977 -778.005 3.6504e+08 -1.21682e+08 3.65042e+08
2950 2.95 0.0295 -0.0129972 -0.0146269 -0.00225798 9.04765e-05 0.000590308 3.65393e+08 1161.89 3591.89 799.736 -854.903 -777.677 3.65391e+08 -1.21799e+08 3.65393e+08
2960 2.96 0.0296 -0.0130404 -0.0146749 -0.00226362 9.09874e-05 0.000592159 3.65744e+08 1167.69 3597.21 799.633 -854.83 -777.35 3.65741e+08 -1.21916e+08 3.65744e+08
2970 2.97 0.0297 -0.0130836 -0.0147229 -0.00226925 9.14974e-05 0.000594013 3.66094e+08 1173.51 3602.55 799.531 -854.756 -777.024 3.66092e+08 -1.22033e+08 3.66094e+08
2980 2.98 0.0298 -0.0131268 -0.0147708 -0.00227488 9.20063e-05 0.000595871 3.66444e+08 1179.35 3607.92 799.432 -854.682 -776.698 3.66442e+08 -1.2215e+08 3.66444e+08
2990 2.99 0.0299 -0.01317 -0.0148188 -0.00228049 9.25143e-05 0.000597733 3.66794e+08 1185.22 3613.31 799.334 -854.608 -776.373 3.66791e+08 -1.22266e+08 3.66794e+08
3000 3 0.03 -0.0132131 -0.0148667 -0.0022861 9.30213e-05 0.000599598 3.67143e+08 1191.11 3618.72 799.238 -854.534 -776.049 3.67141e+08 -1.22383e+08 3.67143e+08
3010 3.01 0.0301 -0.0132563 -0.0149146 -0.0022917 9.35273e-05 0.000601467 3.67492e+08 1197.02 3624.15 799.144 -854.459 -775.725 3.6749e+08 -1.22499e+08 3.67492e+08
3020 3.02 0.0302 -0.0132994 -0.0149625 -0.00229729 9.40322e-05 0.00060334 3.6784e+08 1202.95 3629.6 799.051 -854.385 -775.401 3.67838e+08 -1.22615e+08 3.6784e+08
3030 3.03 0.0303 -0.0133425 -0.0150104 -0.00230287 9.45362e-05 0.000605216 3.68189e+08 1208.9 3635.08 798.961 -854.311 -775.079 3.68186e+08 -1.22731e+08 3.68189e+08
3040 3.04 0.0304 -0.0133856 -0.0150583 -0.00230844 9.50391e-05 0.000607096 3.68536e+08 1214.88 3640.58 798.872 -854.237 -774.756 3.68534e+08 -1.22847e+08 3.68536e+08
3050 3.05 0.0305 -0.0134287 -0.0151061 -0.002314 9.55409e-05 0.00060898 3.68884e+08 1220.88 3646.1 798.784 -854.162 -774.435 3.68881e+08 -1.22963e+08 3.68884e+08
3060 3.06 0.0306 -0.0134718 -0.015154 -0.00231956 9.60417e-05 0.000610868 3.69231e+08 1226.9 3651.64 798.699 -854.088 -774.113 3.69229e+08 -1.23079e+08 3.69231e+08
3070 3.07 0.0307 -0.0135149 -0.0152018 -0.00232511 9.65415e-05 0.000612759 3.69578e+08 1232.94 3657.21 798.615 -854.014 -773.793 3.69575e+08 -1.23194e+08 3.69578e+08
3080 3.08 0.0308 -0.013558 -0.0152496 -0.00233065 9.70402e-05 0.000614654 3.69924e+08 1239.01 3662.79 798.533 -853.939 -773.473 3.69922e+08 -1.2331e+08 3.69924e+08
3090 3.09 0.0309 -0.013601 -0.0152974 -0.00233618 9.75378e-05 0.000616553 3.7027e+08 1245.1 3668.41 798.453 -853.865 -773.153 3.70268e+08 -1.23425e+08 3.7027e+08
3100 3.1 0.031 -0.013644 -0.0153452 -0.0023417 9.80343e-05 0.000618455 3.70616e+08 1251.2 3674.04 798.375 -853.79 -772.834 3.70613e+08 -1.2354e+08 3.70616e+08
3110 3.11 0.0311 -0.0136871 -0.015393 -0.00234722 9.85297e-05 0.000620361 3.70961e+08 1257.34 3679.69 798.298 -853.716 -772.516 3.70959e+08 -1.23655e+08 3.70961e+08
3120 3.12 0.0312 -0.0137301 -0.0154408 -0.00235272 9.9024e-05 0.000622271 3.71306e+08 1263.49 3685.37 798.223 -853.641 -772.198 3.71304e+08 -1.2377e+08 3.71306e+08
3130 3.13 0.0313 -0.0137731 -0.0154886 -0.00235822 9.95173e-05 0.000624184 3.71651e+08 1269.67 3691.07 798.15 -853.566 -771.88 3.71648e+08 -1.23885e+08 3.71651e+08
3140 3.14 0.0314 -0.0138161 -0.0155363 -0.00236371 0.000100009 0.000626102 3.71995e+08 1275.86 3696.79 798.079 -853.492 -771.563 3.71992e+08 -1.24e+08 3.71995e+08
3150 3.15 0.0315 -0.013859 -0.015584 -0.0023692 0.0001005 0.000628023 3.72339e+08 1282.08 3702.53 798.009 -853.417 -771.247 3.72336e+08 -1.24115e+08 3.72339e+08
3160 3.16 0.0316 -0.013902 -0.0156318 -0.00237467 0.00010099 0.000629948 3.72682e+08 1288.32 3708.3 797.941 -853.342 -770.931 3.7268e+08 -1.24229e+08 3.72682e+08
3170 3.17 0.0317 -0.0139449 -0.0156795 -0.00238014 0.000101479 0.000631876 3.73026e+08 1294.59 3714.08 797.875 -853.268 -770.615 3.73023e+08 -1.24344e+08 3.73026e+08
3180 3.18 0.0318 -0.0139879 -0.0157272 -0.0023856 0.000101966 0.000633808 3.73368e+08 1300.87 3719.89 797.81 -853.193 -770.3 3.73366e+08 -1.24458e+08 3.73368e+08
3190 3.19 0.0319 -0.0140308 -0.0157749 -0.00239105 0.000102453 0.000635745 3.73711e+08 1307.18 3725.72 797.748 -853.118 -769.986 3.73708e+08 -1.24572e+08 3.73711e+08
3200 3.2 0.032 -0.0140737 -0.0158225 -0.00239649 0.000102938 0.000637685 3.74053e+08 1313.51 3731.58 797.687 -853.044 -769.672 3.74051e+08 -1.24686e+08 3.74053e+08
3210 3.21 0.0321 -0.0141166 -0.0158702 -0.00240193 0.000103422 0.000639628 3.74395e+08 1319.86 3737.45 797.628 -852.969 -769.358 3.74392e+08 -1.248e+08 3.74395e+08
3220 3.22 0.0322 -0.0141595 -0.0159179 -0.00240736 0.000103905 0.000641576 3.74736e+08 1326.23 3743.35 797.57 -852.894 -769.045 3.74734e+08 -1.24914e+08 3.74736e+08
3230 3.23 0.0323 -0.0142024 -0.0159655 -0.00241278 0.000104387 0.000643527 3.75077e+08 1332.62 3749.27 797.515 -852.819 -768.732 3.75075e+08 -1.25028e+08 3.75077e+08
3240 3.24 0.0324 -0.0142452 -0.0160131 -0.00241819 0.000104867 0.000645482 3.75418e+08 1339.04 3755.21 797.461 -852.745 -768.42 3.75416e+08 -1.25141e+08 3.75418e+08
3250 3.25 0.0325 -0.0142881 -0.0160607 -0.0024236 0.000105347 0.000647441 3.75759e+08 1345.48 3761.17 797.408 -852.67 -768.109 3.75756e+08 -1.25255e+08 3.75759e+08
3260 3.26 0.0326 -0.0143309 -0.0161083 -0.00242899 0.000105825 0.000649404 3.76099e+08 1351.93 3767.16 797.358 -852.595 -767.797 3.76096e+08 -1.25368e+08 3.76099e+08
3270 3.27 0.0327 -0.0143737 -0.0161559 -0.00243438 0.000106302 0.00065137 3.76438e+08 1358.42 3773.17 797.309 -852.52 -767.486 3.76436e+08 -1.25481e+08 3.76438e+08
3280 3.28 0.0328 -0.0144166 -0.0162035 -0.00243977 0.000106777 0.00065334 3.76778e+08 1364.92 3779.2 797.262 -852.446 -767.176 3.76775e+08 -1.25594e+08 3.76778e+08
3290 3.29 0.0329 -0.0144593 -0.016251 -0.00244514 0.000107252 0.000655314 3.77117e+08 1371.44 3785.25 797.217 -852.371 -766.866 3.77114e+08 -1.25707e+08 3.77117e+08
3300 3.3 0.033 -0.0145021 -0.0162986 -0.00245051 0.000107725 0.000657292 3.77455e+08 1377.99 3791.32 797.174 -852.296 -766.556 3.77453e+08 -1.2582e+08 3.77455e+08
3310 3.31 0.0331 -0.0145449 -0.0163461 -0.00245587 0.000108197 0.000659274 3.77794e+08 1384.55 3797.41 797.132 -852.222 -766.247 3.77791e+08 -1.25933e+08 3.77794e+08
3320 3.32 0.0332 -0.0145877 -0.0163937 -0.00246122 0.000108668 0.00066126 3.78132e+08 1391.14 3803.53 797.092 -852.147 -765.939 3.78129e+08 -1.26046e+08 3.78132e+08
3330 3.33 0.0333 -0.0146304 -0.0164412 -0.00246657 0.000109138 0.000663249 3.78469e+08 1397.75 3809.67 797.054 -852.072 -765.63 3.78467e+08 -1.26158e+08 3.78469e+08
3340 3.34 0.0334 -0.0146732 -0.0164887 -0.0024719 0.000109606 0.000665242 3.78807e+08 1404.38 3815.83 797.017 -851.997 -765.322 3.78804e+08 -1.26271e+08 3.78807e+08
3350 3.35 0.0335 -0.0147159 -0.0165362 -0.00247723 0.000110073 0.00066724 3.79144e+08 1411.03 3822.01 796.982 -851.923 -765.015 3.79141e+08 -1.26383e+08 3.79144e+08
3360 3.36 0.0336 -0.0147586 -0.0165836 -0.00248256 0.000110539 0.000669241 3.7948e+08 1417.71 3828.21 796.95 -851.848 -764.708 3.79478e+08 -1.26495e+08 3.7948e+08
3370 3.37 0.0337 -0.0148013 -0.0166311 -0.00248787 0.000111003 0.000671245 3.79817e+08 1424.4 3834.44 796.918 -851.774 -764.401 3.79814e+08 -1.26607e+08 3.79817e+08
3380 3.38 0.0338 -0.014844 -0.0166785 -0.00249318 0.000111466 0.000673254 3.80152e+08 1431.12 3840.69 796.889 -851.699 -764.095 3.8015e+08 -1.26719e+08 3.80152e+08
3390 3.39 0.0339 -0.0148866 -0.016726 -0.00249848 0.000111928 0.000675267 3.80488e+08 1437.86 3846.95 796.861 -851.624 -763.789 3.80485e+08 -1.26831e+08 3.80488e+08
3400 3.4 0.034 -0.0149293 -0.0167734 -0.00250378 0.000112389 0.000677283 3.80823e+08 1444.61 3853.24 796.835 -851.55 -763.483 3.80821e+08 -1.26943e+08 3.80823e+08
3410 3.41 0.0341 -0.014972 -0.0168208 -0.00250907 0.000112848 0.000679303 3.81158e+08 1451.39 3859.56 796.81 -851.475 -763.178 3.81156e+08 -1.27055e+08 3.81158e+08
3420 3.42 0.0342 -0.0150146 -0.0168682 -0.00251435 0.000113306 0.000681327 3.81493e+08 1458.2 3865.89 796.788 -851.401 -762.873 3.8149e+08 -1.27166e+08 3.81493e+08
3430 3.43 0.0343 -0.0150572 -0.0169156 -0.00251962 0.000113763 0.000683355 3.81827e+08 1465.02 3872.24 796.767 -851.326 -762.569 3.81824e+08 -1.27277e+08 3.81827e+08
3440 3.44 0.0344 -0.0150998 -0.016963 -0.00252489 0.000114219 0.000685387 3.82161e+08 1471.86 3878.62 796.748 -851.252 -762.265 3.82158e+08 -1.27389e+08 3.82161e+08
3450 3.45 0.0345 -0.0151424 -0.0170103 -0.00253014 0.000114673 0.000687423 3.82494e+08 1478.73 3885.02 796.73 -851.177 -761.961 3.82492e+08 -1.275e+08 3.82494e+08
3460 3.46 0.0346 -0.015185 -0.0170577 -0.0025354 0.000115125 0.000689462 3.82828e+08 1485.61 3891.44 796.715 -851.103 -761.658 3.82825e+08 -1.27611e+08 3.82828e+08
3470 3.47 0.0347 -0.0152276 -0.017105 -0.00254064 0.000115577 0.000691506 3.83161e+08 1492.52 3897.88 796.701 -851.029 -761.355 3.83158e+08 -1.27722e+08 3.83161e+08
3480 3.48 0.0348 -0.0152701 -0.0171523 -0.00254588 0.000116027 0.000693553 3.83493e+08 1499.45 3904.34 796.688 -850.954 -761.052 3.8349e+08 -1.27833e+08 3.83493e+08
3490 3.49 0.0349 -0.0153127 -0.0171997 -0.00255111 0.000116476 0.000695605 3.83825e+08 1506.4 3910.83 796.678 -850.88 -760.75 3.83823e+08 -1.27944e+08 3.83825e+08
3500 3.5 0.035 -0.0153552 -0.017247 -0.00255633 0.000116923 0.00069766 3.84157e+08 1513.36 3917.33 796.669 -850.806 -760.448 3.84154e+08 -1.28054e+08 3.84157e+08
3510 3.51 0.0351 -0.0153978 -0.0172943 -0.00256155 0.00011737 0.000699719 3.84489e+08 1520.36 3923.86 796.662 -850.732 -760.146 3.84486e+08 -1.28165e+08 3.84489e+08
3520 3.52 0.0352 -0.0154403 -0.0173415 -0.00256676 0.000117814 0.000701782 3.8482e+08 1527.37 3930.41 796.656 -850.657 -759.845 3.84817e+08 -1.28275e+08 3.8482e+08
3530 3.53 0.0353 -0.0154828 -0.0173888 -0.00257196 0.000118258 0.000703849 3.85151e+08 1534.4 3936.98 796.653 -850.583 -759.544 3.85148e+08 -1.28385e+08 3.85151e+08
3540 3.54 0.0354 -0.0155253 -0.017436 -0.00257716 0.0001187 0.000705919 3.85481e+08 1541.45 3943.57 796.651 -850.509 -759.243 3.85479e+08 -1.28496e+08 3.85481e+08
3550 3.55 0.0355 -0.0155677 -0.0174833 -0.00258235 0.000119141 0.000707994 3.85811e+08 1548.53 3950.19 796.651 -850.435 -758.943 3.85809e+08 -1.28606e+08 3.85811e+08
3560 3.56 0.0356 -0.0156102 -0.0175305 -0.00258753 0.00011958 0.000710072 3.86141e+08 1555.62 3956.82 796.652 -850.361 -758.643 3.86139e+08 -1.28716e+08 3.86141e+08
3570 3.57 0.0357 -0.0156526 -0.0175777 -0.00259271 0.000120018 0.000712155 3.86471e+08 1562.74 3963.48 796.655 -850.287 -758.343 3.86468e+08 -1.28825e+08 3.86471e+08
3580 3.58 0.0358 -0.0156951 -0.0176249 -0.00259788 0.000120455 0.000714241 3.868e+08 1569.88 3970.15 796.66 -850.213 -758.044 3.86797e+08 -1.28935e+08 3.868e+08
3590 3.59 0.0359 -0.0157375 -0.0176721 -0.00260304 0.00012089 0.000716332 3.87129e+08 1577.03 3976.85 796.667 -850.139 -757.745 3.87126e+08 -1.29045e+08 3.87129e+08
3600 3.6 0.036 -0.0157799 -0.0177193 -0.0026082 0.000121324 0.000718426 3.87457e+08 1584.21 3983.57 796.675 -850.065 -757.446 3.87455e+08 -1.29154e+08 3.87457e+08
3610 3.61 0.0361 -0.0158223 -0.0177665 -0.00261335 0.000121756 0.000720524 3.87786e+08 1591.41 3990.31 796.685 -849.991 -757.148 3.87783e+08 -1.29264e+08 3.87786e+08
3620 3.62 0.0362 -0.0158647 -0.0178136 -0.00261849 0.000122187 0.000722626 3.88114e+08 1598.63 3997.07 796.697 -849.918 -756.849 3.88111e+08 -1.29373e+08 3.88114e+08
3630 3.63 0.0363 -0.0159071 -0.0178608 -0.00262363 0.000122617 0.000724732 3.88441e+08 1605.87 4003.86 796.71 -849.844 -756.552 3.88438e+08 -1.29482e+08 3.88441e+08
3640 3.64 0.0364 -0.0159495 -0.0179079 -0.00262876 0.000123045 0.000726842 3.88768e+08 1613.13 4010.66 796.725 -849.77 -756.254 3.88765e+08 -1.29591e+08 3.88768e+08
3650 3.65 0.0365 -0.0159918 -0.017955 -0.00263388 0.000123472 0.000728955 3.89095e+08 1620.41 4017.49 796.742 -849.697 -755.957 3.89092e+08 -1.297e+08 3.89095e+08
3660 3.66 0.0366 -0.0160341 -0.0180021 -0.002639 0.000123893 0.000731082 3.89422e+08 1627.71 4024.34 796.766 -849.602 -755.722 3.89419e+08 -1.29809e+08 3.89422e+08
3670 3.67 0.0367 -0.0160765 -0.0180492 -0.00264411 0.000124317 0.000733204 3.89748e+08 1635.04 4031.21 796.786 -849.528 -755.424 3.89745e+08 -1.29918e+08 3.89748e+08
3680 3.68 0.0368 -0.0161188 -0.0180963 -0.00264921 0.00012474 0.000735329 3.90074e+08 1642.38 4038.1 796.808 -849.455 -755.128 3.90071e+08 -1.30026e+08 3.90074e+08
3690 3.69 0.0369 -0.0161611 -0.0181433 -0.00265431 0.000125161 0.000737459 3.90399e+08 1649.74 4045.01 796.832 -849.382 -754.832 3.90397e+08 -1.30135e+08 3.90399e+08
3700 3.7 0.037 -0.0162034 -0.0181904 -0.0026594 0.000125581 0.000739592 3.90725e+08 1657.13 4051.94 796.857 -849.308 -754.536 3.90722e+08 -1.30243e+08 3.90725e+08
3710 3.71 0.0371 -0.0162457 -0.0182374 -0.00266449 0.000125999 0.00074173 3.9105e+08 1664.53 4058.89 796.884 -849.235 -754.24 3.91047e+08 -1.30352e+08 3.9105e+08
3720 3.72 0.0372 -0.0162879 -0.0182845 -0.00266956 0.000126416 0.000743871 3.91374e+08 1671.96 4065.87 796.913 -849.162 -753.944 3.91371e+08 -1.3046e+08 3.91374e+08
3730 3.73 0.0373 -0.0163302 -0.0183315 -0.00267464 0.000126832 0.000746016 3.91698e+08 1679.4 4072.86 796.943 -849.089 -753.649 3.91695e+08 -1.30568e+08 3.91698e+08
3740 3.74 0.0374 -0.0163724 -0.0183785 -0.0026797 0.000127246 0.000748165 3.92022e+08 1686.87 4079.88 796.975 -849.015 -753.354 3.92019e+08 -1.30676e+08 3.92022e+08
3750 3.75 0.0375 -0.0164147 -0.0184255 -0.00268476 0.000127658 0.000750318 3.92346e+08 1694.36 4086.91 797.009 -848.942 -753.059 3.92343e+08 -1.30784e+08 3.92346e+08
3760 3.76 0.0376 -0.0164569 -0.0184725 -0.00268981 0.00012807 0.000752476 3.92669e+08 1701.86 4093.97 797.045 -848.869 -752.765 3.92666e+08 -1.30892e+08 3.92669e+08
3770 3.77 0.0377 -0.0164991 -0.0185194 -0.00269486 0.000128479 0.000754637 3.92992e+08 1709.39 4101.05 797.082 -848.796 -752.471 3.92989e+08 -1.30999e+08 3.92992e+08
3780 3.78 0.0378 -0.0165413 -0.0185664 -0.0026999 0.000128888 0.000756802 3.93315e+08 1716.94 4108.15 797.121 -848.723 -752.177 3.93312e+08 -1.31107e+08 3.93315e+08
3790 3.79 0.0379 -0.0165835 -0.0186133 -0.00270493 0.000129294 0.00075897 3.93637e+08 1724.5 4115.27 797.161 -848.65 -751.883 3.93634e+08 -1.31214e+08 3.93637e+08
3800 3.8 0.038 -0.0166256 -0.0186603 -0.00270996 0.0001297 0.000761143 3.93959e+08 1732.09 4122.41 797.203 -848.578 -751.59 3.93956e+08 -1.31322e+08 3.93959e+08
3810 3.81 0.0381 -0.0166678 -0.0187072 -0.00271498 0.000130104 0.00076332 3.94281e+08 1739.7 4129.58 797.247 -848.505 -751.297 3.94278e+08 -1.31429e+08 3.94281e+08
3820 3.82 0.0382 -0.0167099 -0.0187541 -0.00272 0.000130506 0.000765501 3.94602e+08 1747.33 4136.76 797.293 -848.432 -751.004 3.94599e+08 -1.31536e+08 3.94602e+08
3830 3.83 0.0383 -0.0167521 -0.018801 -0.00272501 0.000130907 0.000767685 3.94923e+08 1754.98 4143.97 797.34 -848.359 -750.711 3.9492e+08 -1.31643e+08 3.94923e+08
3840 3.84 0.0384 -0.0167942 -0.0188479 -0.00273001 0.000131306 0.000769874 3.95244e+08 1762.65 4151.19 797.389 -848.287 -750.418 3.95241e+08 -1.3175e+08 3.95244e+08
3850 3.85 0.0385 -0.0168363 -0.0188947 -0.00273501 0.000131704 0.000772067 3.95564e+08 1770.34 4158.44 797.44 -848.214 -750.126 3.95561e+08 -1.31857e+08 3.95564e+08
3860 3.86 0.0386 -0.0168784 -0.0189416 -0.00274 0.000132101 0.000774263 3.95884e+08 1778.04 4165.71 797.492 -848.142 -749.834 3.95881e+08 -1.31963e+08 3.95884e+08
3870 3.87 0.0387 -0.0169205 -0.0189884 -0.00274498 0.000132496 0.000776464 3.96204e+08 1785.77 4172.99 797.546 -848.069 -749.542 3.96201e+08 -1.3207e+08 3.96204e+08
3880 3.88 0.0388 -0.0169625 -0.0190353 -0.00274996 0.00013289 0.000778668 3.96523e+08 1793.52 4180.3 797.602 -847.997 -749.25 3.9652e+08 -1.32176e+08 3.96523e+08
3890 3.89 0.0389 -0.0170046 -0.0190821 -0.00275493 0.000133282 0.000780877 3.96842e+08 1801.29 4187.63 797.659 -847.925 -748.959 3.96839e+08 -1.32283e+08 3.96842e+08
3900 3.9 0.039 -0.0170467 -0.0191289 -0.0027599 0.000133672 0.000783089 3.97161e+08 1809.08 4194.98 797.718 -847.852 -748.668 3.97158e+08 -1.32389e+08 3.97161e+08
3910 3.91 0.0391 -0.0170887 -0.0191757 -0.00276486 0.000134061 0.000785305 3.9748e+08 1816.89 4202.35 797.779 -847.78 -748.377 3.97477e+08 -1.32495e+08 3.9748e+08
3920 3.92 0.0392 -0.0171307 -0.0192225 -0.00276982 0.000134449 0.000787525 3.97798e+08 1824.72 4209.75 797.841 -847.708 -748.086 3.97795e+08 -1.32601e+08 3.97798e+08
3930 3.93 0.0393 -0.0171727 -0.0192693 -0.00277476 0.000134835 0.00078975 3.98116e+08 1832.57 4217.16 797.905 -847.636 -747.795 3.98113e+08 -1.32707e+08 3.98116e+08
3940 3.94 0.0394 -0.0172147 -0.019316 -0.00277971 0.00013522 0.000791978 3.98433e+08 1840.44 4224.59 797.971 -847.564 -747.505 3.9843e+08 -1.32813e+08 3.98433e+08
